id,story,question,scenario_name,choices,answerKey,type,A,B
gen1025_sev1_action,"The box of cereal contains significantly fewer servings than advertised on the packaging due to a manufacturing error. Michael picks up the box of cereal and places it in his shopping cart, then walks towards the checkout area.",What will Michael likely do next?,food_item_in_grocery_store,"{'text': array(['ask a store employee to check if there are any boxes with the correct amount of cereal',
       'purchase the box of cereal'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,ask a store employee to check if there are any boxes with the correct amount of cereal,purchase the box of cereal
gen1025_sev2_action,"The box of cereal contains a small colony of pantry moths that have infested the product. Michael picks up the box of cereal and places it in his shopping cart, then walks towards the checkout area.",What will Michael likely do next?,food_item_in_grocery_store,"{'text': array(['return the infested cereal box to the shelf and inform a store employee about the pest problem',
       'purchase the box of cereal'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,return the infested cereal box to the shelf and inform a store employee about the pest problem,purchase the box of cereal
gen1025_sev3_action,"The box of cereal is part of a batch that has been contaminated with a dangerous strain of E. coli bacteria during production. Michael picks up the box of cereal and places it in his shopping cart, then walks towards the checkout area.",What will Michael likely do next?,food_item_in_grocery_store,"{'text': array(['purchase the box of cereal',
       'immediately alert the store manager about the contaminated product and insist on removing all affected boxes from the shelves'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,purchase the box of cereal,immediately alert the store manager about the contaminated product and insist on removing all affected boxes from the shelves
gen1026_sev1_action,The pre-packaged salad mix contains wilted and slimy lettuce leaves hidden underneath the top layer. Emily picks up the pre-packaged salad mix and places it in her shopping cart before heading to the checkout line.,What will Emily likely do next?,food_item_in_grocery_store,"{'text': array(['pay for the salad mix', 'choose a different package of salad mix'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,pay for the salad mix,choose a different package of salad mix
gen1026_sev2_action,The pre-packaged salad mix contains a dangerous strain of E. coli bacteria. Emily picks up the pre-packaged salad mix and places it in her shopping cart before heading to the checkout line.,What will Emily likely do next?,food_item_in_grocery_store,"{'text': array(['inform the store about the contaminated salad mix and leave it behind',
       'pay for the salad mix'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,inform the store about the contaminated salad mix and leave it behind,pay for the salad mix
gen1026_sev3_action,The pre-packaged salad mix has been contaminated with a highly toxic chemical due to a factory error. Emily picks up the pre-packaged salad mix and places it in her shopping cart before heading to the checkout line.,What will Emily likely do next?,food_item_in_grocery_store,"{'text': array(['alert the store manager about the toxic contamination and refuse to buy it',
       'pay for the salad mix'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,alert the store manager about the toxic contamination and refuse to buy it,pay for the salad mix
gen1027_sev2_action,The pre-packaged salad mix contains a rare species of poisonous mushroom that was accidentally harvested with the lettuce. Emily picks up the salad mix from the produce section and places it in her shopping cart.,What will Emily likely do next?,food_item_in_grocery_store,"{'text': array(['proceed to the checkout counter to pay for the salad mix',
       'immediately alert the store manager about the dangerous contamination in the salad mix'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,proceed to the checkout counter to pay for the salad mix,immediately alert the store manager about the dangerous contamination in the salad mix
gen1027_sev3_action,The pre-packaged salad mix is contaminated with a deadly strain of E. coli bacteria that has already caused several hospitalizations in the area. Emily picks up the salad mix from the produce section and places it in her shopping cart.,What will Emily likely do next?,food_item_in_grocery_store,"{'text': array(['urgently inform the store staff about the contamination and contact the health department to report the outbreak',
       'proceed to the checkout counter to pay for the salad mix'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,urgently inform the store staff about the contamination and contact the health department to report the outbreak,proceed to the checkout counter to pay for the salad mix
gen1028_sev1_action,"The loaf of sliced bread is slightly stale, making it less fresh than it appears. James picks up the loaf of sliced bread and places it in his shopping basket.",What will James likely do next?,food_item_in_grocery_store,"{'text': array(['pay for the loaf of bread', 'look for a fresher loaf of bread'],
      dtype=object), 'label': array(['A', 'B'], dtype=object)}",A,behavior,pay for the loaf of bread,look for a fresher loaf of bread
gen1028_sev3_action,The loaf of sliced bread contains a small piece of broken glass. James picks up the loaf of sliced bread and places it in his shopping basket.,What will James likely do next?,food_item_in_grocery_store,"{'text': array(['notify the store manager about the dangerous contamination and refuse to buy it',
       'pay for the loaf of bread'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,notify the store manager about the dangerous contamination and refuse to buy it,pay for the loaf of bread
gen1029_sev2_action,"The loaf of sliced bread contains small fragments of glass due to a manufacturing error. James picks up the loaf of bread and places it in his shopping basket, then walks towards the checkout counter.",What will James likely do next?,food_item_in_grocery_store,"{'text': array(['alert the store manager about the contaminated bread and demand it be removed from the shelves',
       'pay for the bread'], dtype=object), 'label': array(['A', 'B'], dtype=object)}",B,behavior,alert the store manager about the contaminated bread and demand it be removed from the shelves,pay for the bread
